(2405,2626)	(40,1)	(56,8)	(62,93)	(19,5)	(19,59)	(55,44)	(17,87)	(91,52)	(61,13)	(95,9)	(95,37)	(60,31)	(64,33)	(29,65)	(40,50)	(91,93)	(93,83)	(46,41)	(20,92)	(17,77)	(54,83)	(91,32)	(75,27)	(3,81)	(38,90)	(50,31)	(58,77)	(39,42)	(71,45)	(71,84)	(12,56)	(93,6)	(31,52)	(3,15)	(33,59)	(99,75)	(52,80)	(9,75)	(42,17)	(34,53)	(64,34)	(28,90)	(3,45)	(26,63)	(25,86)	(47,64)	(20,53)	(66,50)	(50,29)	
(17,19)	(2301,2009)	(37,7)	(61,52)	(58,35)	(63,16)	(19,98)	(55,41)	(83,90)	(75,29)	(83,89)	(53,63)	(56,52)	(26,38)	(11,57)	(38,86)	(26,7)	(22,17)	(66,44)	(83,59)	(1,90)	(76,18)	(44,53)	(77,55)	(92,0)	(8,8)	(29,45)	(0,16)	(57,38)	(25,16)	(70,5)	(8,60)	(66,28)	(75,65)	(85,26)	(66,8)	(65,40)	(27,3)	(74,28)	(27,18)	(9,66)	(18,65)	(9,3)	(22,11)	(38,38)	(51,30)	(73,65)	(61,90)	(49,33)	(0,7)	
(51,59)	(89,49)	(2648,2138)	(5,78)	(57,33)	(83,24)	(33,98)	(33,3)	(73,49)	(27,50)	(31,23)	(66,52)	(46,4)	(1,75)	(47,26)	(67,27)	(71,56)	(21,85)	(38,2)	(29,48)	(71,16)	(48,52)	(85,40)	(0,40)	(58,80)	(29,47)	(26,7)	(52,7)	(90,10)	(92,86)	(98,1)	(69,38)	(71,24)	(90,90)	(21,5)	(99,6)	(96,3)	(47,31)	(74,55)	(10,35)	(68,37)	(59,43)	(0,89)	(36,93)	(83,32)	(37,33)	(38,46)	(38,47)	(90,69)	(99,51)	
(94,11)	(10,6)	(32,52)	(2731,2263)	(88,99)	(53,4)	(13,26)	(57,79)	(41,31)	(27,78)	(65,29)	(59,40)	(98,77)	(83,16)	(0,58)	(45,86)	(59,80)	(43,93)	(4,45)	(57,13)	(21,33)	(75,10)	(95,59)	(65,48)	(59,1)	(47,68)	(11,57)	(84,59)	(66,40)	(57,70)	(22,12)	(93,14)	(97,84)	(80,8)	(6,82)	(69,12)	(89,96)	(20,69)	(26,43)	(99,4)	(42,70)	(55,10)	(59,42)	(79,47)	(57,41)	(77,17)	(4,16)	(76,84)	(72,92)	(93,15)	
(56,59)	(5,37)	(94,43)	(65,90)	(2226,2531)	(35,30)	(47,88)	(37,51)	(74,12)	(7,44)	(55,31)	(30,51)	(74,2)	(12,55)	(37,59)	(33,79)	(37,80)	(4,32)	(21,42)	(21,15)	(93,25)	(45,3)	(74,7)	(18,89)	(6,62)	(89,64)	(27,26)	(97,72)	(2,71)	(38,54)	(26,66)	(2,50)	(31,97)	(86,76)	(79,28)	(12,74)	(16,31)	(76,90)	(42,49)	(85,71)	(11,38)	(98,46)	(48,40)	(80,8)	(78,90)	(33,92)	(54,13)	(25,58)	(61,0)	(12,89)	
(69,37)	(93,35)	(57,94)	(5,84)	(67,18)	(2798,2339)	(26,90)	(91,56)	(63,58)	(24,65)	(41,95)	(6,25)	(3,10)	(88,12)	(73,21)	(0,77)	(97,5)	(82,6)	(47,68)	(8,26)	(70,90)	(83,51)	(58,19)	(85,5)	(79,67)	(97,59)	(3,80)	(86,8)	(47,23)	(8,85)	(49,37)	(51,73)	(86,61)	(41,76)	(66,95)	(46,41)	(80,58)	(75,30)	(76,81)	(76,37)	(67,51)	(93,40)	(18,89)	(82,52)	(49,16)	(21,39)	(89,0)	(76,51)	(31,22)	(68,10)	
(37,43)	(61,63)	(27,17)	(91,49)	(32,15)	(15,33)	(2375,2239)	(82,22)	(37,64)	(77,22)	(94,94)	(64,23)	(87,51)	(76,19)	(93,6)	(45,66)	(15,62)	(51,24)	(60,46)	(4,19)	(39,51)	(55,45)	(13,83)	(20,34)	(81,27)	(12,45)	(68,34)	(10,53)	(11,25)	(42,50)	(52,94)	(84,59)	(6,9)	(72,62)	(29,51)	(49,42)	(71,41)	(64,93)	(41,73)	(15,70)	(96,83)	(13,60)	(52,7)	(55,16)	(1,45)	(60,59)	(19,69)	(49,60)	(16,12)	(88,44)	
(53,63)	(22,29)	(29,86)	(68,34)	(47,70)	(51,47)	(81,88)	(2487,2618)	(92,72)	(58,27)	(6,63)	(68,58)	(63,68)	(74,15)	(73,75)	(63,86)	(73,17)	(2,75)	(15,15)	(70,94)	(92,61)	(1,55)	(66,20)	(32,16)	(40,99)	(71,39)	(36,50)	(13,23)	(50,72)	(95,41)	(49,35)	(24,10)	(87,61)	(12,20)	(68,70)	(26,46)	(19,59)	(88,55)	(26,89)	(30,81)	(12,34)	(19,65)	(51,83)	(64,55)	(58,87)	(49,0)	(79,43)	(81,36)	(45,47)	(71,54)	
(22,48)	(91,77)	(74,15)	(33,2)	(36,34)	(50,72)	(61,70)	(63,71)	(2351,2485)	(36,18)	(90,84)	(44,92)	(10,23)	(51,10)	(53,18)	(5,39)	(8,57)	(69,47)	(41,15)	(2,40)	(76,88)	(92,30)	(48,68)	(90,21)	(70,16)	(55,93)	(59,27)	(27,85)	(21,67)	(72,50)	(48,1)	(67,78)	(9,98)	(40,24)	(55,19)	(61,59)	(12,88)	(2,51)	(13,89)	(70,22)	(2,25)	(16,63)	(84,54)	(64,63)	(24,60)	(72,21)	(1,73)	(86,91)	(81,25)	(84,25)	
(14,86)	(73,8)	(6,69)	(48,79)	(82,66)	(0,93)	(81,4)	(13,33)	(31,41)	(2240,2614)	(39,0)	(44,56)	(98,43)	(24,92)	(13,53)	(98,36)	(45,57)	(26,90)	(94,4)	(57,64)	(15,20)	(61,40)	(76,53)	(45,52)	(85,44)	(42,93)	(62,58)	(29,16)	(13,37)	(65,18)	(64,37)	(27,20)	(15,50)	(9,41)	(82,73)	(72,90)	(3,92)	(53,86)	(53,98)	(2,12)	(93,67)	(32,49)	(51,84)	(27,7)	(57,18)	(10,90)	(4,33)	(41,53)	(32,82)	(96,32)	
(36,47)	(96,63)	(12,15)	(90,54)	(90,63)	(0,83)	(94,15)	(17,65)	(96,27)	(66,37)	(2524,2541)	(93,80)	(38,73)	(46,12)	(28,5)	(90,56)	(55,46)	(18,57)	(9,80)	(65,62)	(70,71)	(96,36)	(94,81)	(61,7)	(46,94)	(18,55)	(27,9)	(56,14)	(39,74)	(19,70)	(21,63)	(19,82)	(47,74)	(3,1)	(58,95)	(14,50)	(21,50)	(83,77)	(94,32)	(49,6)	(42,71)	(75,72)	(20,87)	(8,29)	(83,94)	(58,28)	(55,74)	(92,5)	(53,5)	(2,68)	
(99,37)	(9,34)	(41,67)	(95,21)	(72,87)	(0,74)	(72,27)	(87,76)	(29,2)	(64,87)	(84,35)	(2746,2223)	(32,58)	(32,62)	(4,33)	(23,3)	(18,35)	(88,66)	(60,73)	(69,34)	(87,62)	(23,63)	(26,1)	(45,56)	(60,44)	(28,60)	(92,43)	(65,63)	(59,65)	(66,81)	(14,49)	(76,24)	(55,45)	(96,9)	(78,68)	(56,53)	(73,98)	(69,50)	(59,17)	(83,39)	(68,49)	(72,28)	(58,15)	(21,9)	(17,41)	(21,14)	(49,8)	(47,83)	(92,27)	(27,41)	
(32,61)	(42,92)	(48,31)	(46,4)	(23,37)	(49,37)	(84,65)	(34,83)	(82,76)	(83,26)	(82,97)	(69,9)	(2687,2619)	(43,60)	(90,89)	(41,27)	(12,73)	(98,27)	(21,14)	(68,97)	(26,94)	(63,53)	(68,86)	(53,93)	(12,65)	(24,49)	(57,47)	(44,25)	(87,60)	(43,21)	(52,61)	(50,8)	(45,71)	(42,12)	(40,59)	(19,41)	(19,19)	(95,1)	(83,91)	(90,90)	(14,2)	(73,30)	(38,98)	(92,3)	(47,96)	(29,5)	(67,81)	(81,49)	(19,66)	(69,79)	
(38,87)	(8,54)	(92,4)	(7,96)	(33,69)	(58,84)	(52,48)	(37,31)	(72,0)	(14,8)	(59,1)	(69,89)	(95,59)	(2373,2288)	(68,51)	(39,76)	(77,92)	(23,40)	(31,14)	(38,33)	(47,92)	(54,40)	(51,4)	(85,11)	(61,75)	(24,71)	(60,21)	(51,9)	(31,57)	(14,27)	(89,40)	(83,11)	(29,56)	(73,50)	(83,37)	(93,14)	(11,31)	(43,28)	(50,89)	(3,16)	(6,65)	(52,89)	(13,32)	(25,78)	(37,0)	(90,81)	(46,20)	(69,65)	(1,18)	(66,54)	
(44,36)	(77,63)	(9,78)	(28,20)	(95,11)	(3,13)	(7,2)	(0,94)	(87,82)	(41,55)	(83,8)	(79,48)	(9,72)	(77,59)	(2531,2702)	(42,36)	(82,9)	(82,44)	(99,76)	(52,5)	(85,73)	(60,36)	(74,78)	(60,92)	(88,58)	(84,27)	(29,80)	(90,15)	(71,54)	(22,98)	(36,69)	(66,45)	(85,94)	(1,65)	(71,84)	(25,7)	(53,61)	(30,26)	(30,22)	(29,34)	(34,91)	(13,99)	(0,5)	(41,27)	(79,78)	(43,64)	(13,82)	(99,69)	(47,68)	(26,95)	
(72,47)	(94,50)	(8,46)	(34,0)	(72,83)	(79,47)	(61,56)	(36,55)	(59,84)	(4,59)	(24,93)	(2,3)	(85,1)	(53,21)	(90,73)	(2220,2450)	(51,4)	(61,2)	(3,37)	(41,81)	(12,96)	(0,43)	(30,62)	(17,35)	(97,43)	(75,99)	(29,60)	(93,63)	(29,25)	(75,63)	(40,16)	(10,9)	(46,14)	(58,20)	(65,10)	(74,98)	(5,84)	(28,44)	(42,16)	(22,47)	(2,87)	(72,45)	(3,81)	(46,62)	(34,16)	(33,80)	(32,79)	(65,65)	(99,71)	(9,28)	
(34,81)	(64,20)	(45,65)	(93,31)	(4,97)	(50,22)	(63,61)	(29,81)	(63,32)	(92,39)	(70,46)	(2,59)	(48,66)	(20,25)	(90,98)	(72,28)	(2559,2551)	(32,96)	(21,33)	(89,22)	(83,15)	(46,73)	(68,59)	(76,24)	(74,69)	(64,49)	(52,48)	(31,60)	(65,96)	(8,16)	(97,50)	(75,69)	(27,5)	(13,63)	(14,62)	(84,46)	(51,71)	(20,30)	(26,35)	(83,49)	(85,69)	(33,27)	(57,22)	(10,93)	(58,71)	(28,77)	(81,20)	(43,17)	(68,38)	(40,30)	
(10,2)	(31,95)	(35,37)	(30,97)	(6,1)	(70,60)	(11,44)	(90,87)	(44,43)	(72,8)	(70,64)	(79,60)	(16,55)	(83,21)	(7,64)	(62,96)	(5,95)	(2019,2343)	(12,26)	(28,9)	(77,99)	(69,2)	(74,93)	(6,77)	(12,69)	(55,53)	(20,56)	(79,38)	(16,39)	(49,16)	(37,54)	(29,1)	(95,73)	(31,16)	(33,23)	(52,75)	(9,72)	(0,24)	(59,62)	(79,43)	(6,36)	(26,19)	(26,90)	(25,2)	(45,3)	(50,14)	(79,47)	(1,38)	(7,19)	(18,36)	
