(6785,6328)	(68,72)	(57,79)	(19,92)	(41,50)	(44,2)	(17,23)	(54,77)	(98,74)	(47,25)	(47,28)	(66,93)	(82,29)	(84,43)	(27,33)	(90,38)	(94,7)	(0,3)	(44,66)	(85,23)	(90,6)	(71,67)	(89,80)	(76,89)	(85,69)	(96,39)	(48,0)	(77,53)	(70,20)	(81,60)	(83,55)	(55,36)	(52,2)	(85,85)	(78,45)	(11,77)	(91,71)	(32,49)	(54,65)	(37,91)	(93,22)	(18,91)	(97,67)	(85,28)	(13,44)	(76,85)	(71,75)	(55,95)	(40,34)	(14,86)	(39,31)	(19,47)	(51,16)	(67,52)	(60,16)	(33,58)	(31,41)	(24,18)	(8,46)	(23,7)	(9,99)	(49,79)	(60,43)	(82,72)	(38,53)	(91,45)	(38,40)	(21,49)	(32,96)	(60,55)	(26,68)	(89,59)	(58,78)	(10,31)	(62,15)	(82,66)	(76,99)	(25,73)	(86,13)	(88,79)	(17,54)	(96,42)	(29,84)	(87,19)	(8,49)	(12,46)	(42,53)	(20,17)	(56,73)	(45,47)	(79,56)	(18,8)	(24,39)	(39,12)	(25,67)	(58,19)	(35,49)	(58,3)	(98,43)	(55,55)	(16,62)	(94,86)	(66,7)	(75,13)	(23,10)	(44,94)	(14,79)	(12,90)	(75,95)	(71,7)	(53,23)	(35,85)	(34,98)	(80,85)	(34,61)	(88,80)	(40,3)	(95,11)	(27,95)	(61,23)	(80,25)	(35,67)	(93,98)	(75,27)	(42,27)	
(49,60)	(6217,6180)	(43,78)	(11,63)	(65,51)	(11,36)	(52,55)	(46,28)	(57,47)	(46,6)	(99,2)	(23,42)	(78,20)	(47,96)	(56,78)	(43,32)	(30,93)	(24,93)	(46,47)	(77,43)	(54,19)	(75,91)	(44,88)	(55,90)	(23,92)	(94,51)	(72,41)	(91,69)	(66,89)	(60,56)	(71,6)	(34,61)	(52,36)	(31,8)	(79,46)	(20,45)	(35,10)	(96,6)	(59,49)	(10,17)	(99,63)	(66,69)	(47,90)	(99,29)	(25,13)	(43,32)	(89,51)	(48,46)	(35,0)	(33,64)	(29,63)	(56,26)	(42,29)	(82,65)	(98,3)	(44,7)	(23,50)	(81,61)	(19,82)	(87,25)	(27,32)	(51,67)	(71,35)	(23,73)	(39,61)	(15,41)	(73,75)	(79,86)	(84,50)	(70,71)	(77,28)	(68,35)	(8,82)	(19,86)	(77,27)	(40,87)	(79,50)	(5,30)	(25,95)	(78,63)	(27,31)	(24,12)	(40,64)	(63,64)	(1,11)	(27,93)	(0,89)	(2,43)	(34,52)	(93,93)	(57,23)	(53,27)	(58,7)	(15,17)	(19,87)	(70,87)	(64,18)	(32,69)	(43,4)	(60,73)	(73,50)	(78,83)	(27,30)	(15,84)	(84,51)	(6,58)	(19,80)	(67,62)	(45,7)	(55,7)	(32,11)	(41,47)	(87,62)	(76,99)	(85,45)	(64,0)	(15,5)	(45,87)	(65,80)	(18,53)	(48,2)	(90,8)	(7,92)	(33,16)	(58,18)	
(6,88)	(74,59)	(6266,6331)	(51,11)	(53,57)	(17,74)	(13,43)	(78,8)	(47,77)	(31,83)	(12,63)	(74,67)	(84,2)	(15,88)	(13,76)	(35,26)	(27,16)	(97,44)	(41,50)	(17,5)	(54,55)	(6,30)	(53,31)	(89,40)	(21,83)	(26,81)	(5,21)	(45,13)	(3,65)	(21,51)	(72,81)	(95,7)	(8,45)	(51,62)	(62,69)	(59,72)	(17,6)	(28,45)	(96,71)	(80,68)	(27,4)	(80,64)	(91,64)	(55,47)	(1,91)	(4,48)	(57,66)	(65,67)	(45,41)	(55,84)	(39,65)	(59,92)	(90,24)	(90,35)	(33,62)	(57,31)	(17,30)	(84,87)	(34,44)	(17,32)	(99,3)	(27,36)	(33,97)	(91,11)	(53,50)	(37,19)	(57,11)	(60,6)	(5,40)	(80,55)	(66,68)	(80,30)	(70,99)	(7,47)	(69,13)	(1,49)	(44,37)	(34,74)	(32,4)	(83,31)	(2,3)	(6,82)	(40,69)	(99,74)	(82,66)	(63,6)	(25,85)	(71,20)	(16,65)	(96,48)	(6,23)	(46,9)	(99,49)	(46,99)	(90,17)	(81,46)	(82,11)	(81,66)	(76,77)	(74,51)	(28,98)	(13,91)	(84,77)	(16,14)	(1,99)	(75,1)	(83,22)	(45,74)	(79,39)	(94,82)	(79,98)	(47,64)	(34,68)	(26,2)	(24,34)	(80,46)	(4,80)	(88,23)	(49,72)	(30,83)	(30,53)	(48,23)	(81,94)	(56,69)	(89,95)	
(6,42)	(11,19)	(54,53)	(6143,5593)	(18,35)	(38,94)	(54,4)	(52,21)	(61,99)	(86,88)	(22,59)	(64,41)	(80,19)	(34,5)	(49,49)	(19,5)	(84,40)	(28,64)	(57,54)	(8,57)	(88,14)	(98,20)	(46,79)	(84,46)	(3,80)	(87,49)	(55,69)	(14,88)	(99,77)	(23,18)	(71,54)	(84,64)	(62,54)	(47,18)	(13,83)	(96,75)	(39,66)	(38,8)	(32,63)	(36,33)	(57,76)	(97,73)	(23,15)	(71,3)	(28,49)	(68,6)	(82,4)	(61,58)	(57,7)	(14,15)	(8,60)	(59,77)	(11,19)	(98,61)	(83,61)	(12,24)	(41,44)	(8,60)	(8,77)	(81,35)	(21,9)	(4,18)	(0,16)	(6,66)	(56,23)	(4,51)	(83,25)	(51,97)	(11,1)	(12,11)	(93,30)	(89,64)	(80,6)	(9,36)	(76,87)	(74,71)	(75,39)	(64,97)	(23,87)	(56,41)	(86,90)	(14,79)	(2,35)	(39,76)	(21,72)	(43,12)	(72,40)	(90,47)	(66,20)	(47,79)	(83,89)	(54,9)	(54,9)	(6,9)	(76,27)	(86,75)	(38,32)	(42,75)	(77,24)	(0,65)	(87,24)	(80,9)	(53,45)	(83,1)	(95,4)	(67,29)	(35,79)	(3,82)	(58,33)	(20,78)	(67,66)	(89,3)	(9,33)	(47,38)	(7,45)	(24,86)	(30,13)	(76,5)	(87,47)	(49,97)	(30,80)	(71,15)	(94,2)	(19,0)	(22,14)	
(55,46)	(0,97)	(35,81)	(45,29)	(6190,6356)	(10,35)	(70,31)	(12,57)	(12,64)	(43,80)	(40,99)	(61,88)	(74,80)	(5,51)	(55,59)	(54,98)	(90,61)	(31,75)	(52,61)	(53,59)	(76,8)	(70,17)	(35,67)	(96,84)	(18,31)	(69,2)	(66,44)	(65,61)	(73,59)	(82,54)	(1,74)	(58,16)	(6,50)	(42,90)	(99,55)	(10,1)	(14,97)	(97,12)	(16,7)	(62,92)	(51,27)	(7,22)	(14,69)	(37,34)	(12,25)	(77,46)	(4,30)	(65,24)	(56,73)	(34,41)	(86,48)	(88,86)	(8,55)	(90,71)	(15,4)	(44,13)	(72,86)	(18,72)	(28,53)	(63,98)	(30,56)	(98,31)	(16,95)	(72,65)	(48,33)	(22,61)	(59,21)	(84,67)	(93,41)	(29,19)	(62,15)	(1,68)	(68,55)	(1,93)	(58,12)	(55,34)	(89,71)	(98,20)	(21,5)	(2,40)	(42,20)	(66,33)	(67,88)	(25,88)	(55,70)	(39,91)	(98,86)	(86,5)	(74,30)	(9,69)	(18,26)	(51,49)	(99,73)	(71,69)	(74,28)	(39,41)	(85,37)	(3,3)	(30,63)	(31,16)	(32,36)	(23,60)	(94,3)	(14,91)	(13,23)	(65,19)	(66,75)	(89,40)	(93,84)	(63,39)	(36,96)	(63,47)	(43,72)	(48,99)	(35,25)	(19,43)	(17,86)	(61,9)	(64,16)	(97,87)	(31,26)	(41,72)	(88,3)	(64,95)	(91,39)	
(35,9)	(83,98)	(70,58)	(61,54)	(76,49)	(6282,6256)	(22,44)	(14,59)	(18,39)	(39,12)	(54,83)	(85,99)	(80,55)	(1,88)	(97,54)	(87,57)	(35,31)	(66,59)	(3,13)	(47,8)	(79,81)	(74,85)	(78,86)	(49,6)	(10,19)	(41,75)	(98,55)	(94,9)	(72,5)	(87,26)	(3,65)	(26,29)	(39,59)	(45,50)	(38,70)	(56,40)	(45,96)	(81,4)	(39,4)	(50,53)	(22,36)	(62,40)	(69,12)	(39,54)	(30,30)	(34,31)	(88,52)	(63,74)	(17,87)	(10,46)	(18,77)	(51,39)	(74,2)	(14,62)	(75,70)	(10,44)	(78,2)	(94,30)	(86,47)	(36,25)	(24,3)	(86,56)	(49,47)	(99,18)	(11,45)	(15,52)	(77,67)	(69,0)	(69,71)	(64,71)	(43,40)	(99,65)	(40,61)	(22,26)	(92,97)	(14,54)	(92,30)	(80,4)	(38,30)	(41,72)	(66,59)	(44,91)	(65,18)	(28,60)	(72,11)	(79,36)	(23,54)	(4,5)	(34,89)	(89,31)	(16,84)	(48,83)	(11,53)	(47,44)	(59,29)	(81,10)	(62,55)	(71,80)	(55,28)	(91,95)	(61,58)	(8,49)	(11,96)	(14,99)	(62,62)	(4,41)	(6,78)	(86,21)	(92,70)	(16,27)	(4,93)	(16,89)	(15,91)	(34,27)	(39,71)	(31,20)	(17,84)	(90,25)	(90,71)	(71,85)	(58,20)	(1,42)	(30,29)	(93,59)	(53,91)	
(80,44)	(93,64)	(80,25)	(1,27)	(60,9)	(34,27)	(6799,6209)	(62,72)	(66,61)	(58,11)	(59,3)	(78,8)	(75,75)	(76,22)	(76,47)	(68,1)	(88,59)	(0,40)	(46,12)	(30,37)	(84,52)	(62,17)	(62,49)	(86,92)	(29,4)	(71,66)	(8,51)	(94,7)	(51,99)	(55,81)	(50,74)	(81,87)	(8,67)	(73,56)	(42,7)	(79,0)	(61,90)	(59,26)	(63,57)	(88,3)	(20,78)	(51,42)	(83,69)	(34,96)	(16,64)	(59,46)	(35,71)	(14,44)	(80,70)	(57,29)	(61,32)	(31,20)	(96,98)	(76,1)	(82,79)	(56,85)	(71,85)	(81,10)	(66,91)	(45,22)	(87,88)	(30,97)	(23,72)	(37,14)	(92,94)	(44,46)	(6,38)	(99,91)	(45,64)	(77,95)	(16,84)	(36,43)	(97,71)	(26,79)	(74,55)	(71,27)	(28,66)	(91,27)	(14,8)	(14,26)	(19,10)	(0,72)	(76,13)	(54,63)	(52,60)	(38,3)	(65,69)	(6,36)	(36,66)	(92,32)	(27,95)	(17,4)	(94,46)	(35,0)	(7,75)	(63,7)	(27,5)	(75,11)	(46,37)	(32,76)	(48,74)	(48,94)	(97,28)	(69,18)	(42,81)	(33,26)	(17,45)	(45,39)	(59,88)	(44,87)	(39,69)	(74,34)	(94,49)	(92,38)	(57,98)	(98,63)	(14,74)	(69,76)	(52,59)	(58,94)	(24,12)	(12,60)	(72,71)	(54,44)	(81,36)	
(86,87)	(26,46)	(93,29)	(87,42)	(21,8)	(38,80)	(23,80)	(6293,6177)	(69,21)	(68,66)	(78,66)	(6,7)	(19,71)	(61,87)	(41,18)	(10,30)	(56,87)	(92,69)	(75,77)	(45,78)	(54,16)	(10,6)	(61,24)	(74,15)	(97,10)	(19,22)	(19,5)	(2,79)	(59,76)	(52,90)	(71,75)	(12,64)	(97,62)	(43,23)	(86,77)	(21,15)	(40,68)	(26,78)	(72,58)	(9,28)	(48,81)	(96,46)	(17,68)	(96,27)	(64,14)	(38,72)	(22,29)	(62,74)	(56,72)	(75,18)	(52,61)	(56,60)	(34,77)	(93,91)	(86,47)	(68,72)	(74,28)	(9,36)	(58,80)	(1,47)	(6,48)	(23,39)	(36,89)	(29,66)	(91,74)	(48,83)	(55,45)	(96,26)	(93,56)	(83,62)	(17,69)	(40,26)	(31,74)	(32,27)	(83,79)	(4,41)	(93,40)	(44,20)	(71,44)	(23,57)	(52,22)	(83,12)	(97,57)	(71,0)	(13,11)	(28,34)	(35,57)	(24,43)	(6,75)	(69,69)	(88,86)	(37,82)	(4,81)	(96,2)	(4,96)	(2,2)	(36,42)	(95,53)	(62,77)	(85,47)	(90,88)	(53,40)	(94,24)	(0,50)	(65,19)	(11,2)	(21,5)	(44,89)	(56,32)	(3,97)	(67,35)	(2,97)	(2,84)	(61,10)	(96,2)	(52,3)	(92,61)	(81,3)	(34,29)	(92,80)	(34,26)	(86,32)	(13,88)	(50,48)	(69,15)	
(12,27)	(97,16)	(52,38)	(51,78)	(89,6)	(6,75)	(54,36)	(60,5)	(6730,5995)	(69,41)	(82,17)	(78,12)	(54,4)	(86,23)	(95,87)	(16,62)	(10,58)	(17,1)	(84,87)	(67,9)	(23,83)	(14,84)	(86,88)	(35,15)	(97,76)	(10,48)	(44,74)	(68,25)	(50,71)	(0,55)	(94,4)	(77,6)	(19,26)	(29,4)	(39,51)	(69,48)	(64,7)	(33,85)	(62,53)	(44,63)	(68,19)	(40,90)	(30,50)	(63,76)	(94,87)	(81,20)	(62,86)	(38,16)	(49,85)	(46,18)	(25,45)	(11,31)	(33,4)	(54,11)	(63,3)	(90,69)	(52,67)	(61,30)	(46,93)	(35,96)	(66,66)	(96,69)	(94,90)	(94,56)	(65,62)	(95,11)	(86,19)	(47,45)	(1,44)	(53,2)	(36,73)	(98,76)	(22,62)	(23,37)	(74,20)	(81,71)	(65,42)	(94,31)	(59,98)	(37,49)	(51,73)	(12,22)	(2,20)	(20,43)	(30,17)	(15,37)	(39,1)	(26,17)	(73,91)	(50,90)	(28,77)	(28,77)	(45,58)	(97,5)	(29,64)	(91,71)	(74,14)	(77,31)	(92,96)	(39,60)	(30,62)	(70,36)	(22,18)	(61,84)	(87,90)	(80,74)	(60,78)	(96,51)	(44,45)	(43,64)	(76,2)	(69,96)	(28,29)	(19,64)	(9,27)	(71,97)	(70,62)	(29,28)	(46,61)	(80,92)	(94,79)	(95,13)	(60,2)	(1,49)	(55,45)	
(79,98)	(50,81)	(87,78)	(41,78)	(9,90)	(80,5)	(66,55)	(41,81)	(7,24)	(6174,6176)	(47,94)	(23,74)	(54,24)	(88,90)	(90,21)	(62,7)	(84,31)	(71,13)	(48,73)	(60,80)	(88,95)	(23,97)	(58,92)	(40,70)	(37,40)	(99,76)	(22,52)	(66,29)	(36,58)	(28,11)	(80,45)	(31,76)	(41,17)	(98,66)	(27,70)	(3,12)	(42,51)	(55,41)	(38,37)	(69,12)	(4,41)	(99,69)	(75,19)	(10,28)	(4,43)	(22,43)	(79,77)	(34,65)	(35,99)	(61,72)	(60,46)	(74,58)	(2,2)	(20,96)	(17,42)	(80,30)	(43,88)	(83,3)	(54,76)	(14,88)	(27,55)	(97,75)	(89,57)	(32,54)	(26,59)	(16,20)	(2,87)	(57,11)	(74,89)	(62,11)	(92,71)	(42,21)	(99,7)	(6,47)	(22,55)	(87,76)	(40,34)	(45,19)	(3,73)	(28,61)	(69,40)	(46,26)	(62,2)	(17,35)	(60,14)	(54,61)	(83,36)	(62,93)	(48,28)	(48,93)	(0,5)	(44,58)	(89,20)	(14,10)	(33,30)	(38,43)	(62,18)	(31,25)	(69,44)	(89,37)	(73,87)	(91,75)	(26,34)	(64,21)	(38,9)	(86,88)	(24,84)	(49,10)	(12,17)	(53,40)	(7,82)	(58,67)	(71,1)	(43,46)	(36,83)	(29,98)	(88,10)	(1,44)	(13,43)	(81,94)	(53,8)	(59,8)	(22,6)	(74,85)	(94,61)	
